text,primary_emotion,secondary_emotions,meta_emotions,sentiment,interaction_style,intensity,context
"When my friend ignored my message for days, I felt a subtle betrayal, softened by the realization that they might be dealing with their own challenges and needed space.",Betrayal,"['Sadness', 'Empathy']","['Reflection on relational dynamics', 'Commitment to patience and understanding']",Ambiguous,Supportive,7,Friendship
"I have so much to do, and I feel like I’m always behind. There’s no way I can keep up at this rate. 😞",Frustration,"['Exhaustion', 'Overwhelm']","['Reflection on time management', 'Commitment to productivity']",Negative,Reassuring,9,Career
Visited a local shelter to donate blankets today. Seeing how grateful everyone was reminded me how small acts of kindness can make such a big difference. 🥹,Gratitude,"['Empathy', 'Satisfaction']","['Reflection on generosity', 'Commitment to helping others']",Positive,Empowering,9,Community
"As the music swelled, my heart felt as if it was breaking and healing at the same time, the melody carrying a profound sense of loss and the quiet hope of renewal.",Melancholy,"['Hope', 'Serenity']","['Gratitude for emotional catharsis', 'Admiration for artistic depth']",Mixed,Reverent,9,Music
"I’m feeling a mix of excitement and fear as I embark on this new journey. There’s so much unknown, but I’m ready to take the plunge. 🌊",Excitement,"['Fear', 'Anticipation']","['Reflection on change', 'Commitment to embracing new challenges']",Mixed,Conflicted,8,Personal Growth
"As I scrolled through the heartbreaking photos of the wildfire’s destruction, I felt a deep sadness for the loss of nature, paired with a quiet determination to contribute to reforestation efforts.",Sadness,"['Empathy', 'Determination']","['Commitment to environmental advocacy', 'Reflection on shared responsibility']",Mixed,Activating,8,Environmental Issues
"I’m starting to get a sense of clarity. Things are slowly coming together, but there’s still some uncertainty lingering. 🤞",Hope,"['Anticipation', 'Apprehension']","['Reflection on growth', 'Commitment to trust the process']",Mixed,Conflicted,7,Personal Growth
"As the concert ended and the audience erupted into applause, I felt a rush of exhilaration and pride. It was a moment where everything clicked—the performance, the crowd, and my passion for the art.",Exhilaration,"['Pride', 'Gratitude']","['Satisfaction from hard work', 'Connection to the audience']",Positive,Assertive,10,Performance (Music)
"Watching the closing ceremony of the international sports event, I felt a deep pride for the athletes’ achievements, paired with a bittersweet awareness that such moments of unity are fleeting.",Pride,"['Bittersweetness', 'Gratitude']","['Reflection on global connections', 'Gratitude for shared human experiences']",Mixed,Reflective,8,Sports
"As I watched the final box of belongings being carried out of my childhood home, I felt a heavy grief for the memories tied to the space, mixed with gratitude for the new opportunities awaiting my family.",Grief,"['Gratitude', 'Bittersweetness']","['Reflection on life’s transitions', 'Commitment to preserving memories']",Mixed,Reflective,9,Family
"Stopped by the animal shelter today and donated some blankets. Seeing the little tails wagging made my day, but it also reminded me how much help these places need. 🐾",Gratitude,"['Empathy', 'Joy']","['Reflection on small acts of kindness', 'Commitment to community service']",Positive,Empowering,8,Community
"Winning the award was such an incredible moment, but it also made me feel a bit overwhelmed by the expectations that come with it.",Pride,"['Joy', 'Anxiety']","['Gratitude about recognition', 'Apprehension about responsibility']",Mixed,Reflective,8,Career
"The room fell silent as the speaker shared their story of overcoming adversity, leaving me deeply moved, inspired by their resilience, and humbled by their strength.",Admiration,"['Inspiration', 'Humility']","['Respect for human courage', 'Gratitude for perspective']",Positive,Empowering,9,Motivation
"I decided to take a day off to focus on my self-care. I spent the day alone, and it was exactly what I needed. I’ve been pushing myself too hard lately. 🌿",Contentment,"['Relief', 'Self-compassion']","['Reflection on self-care', 'Commitment to mental well-being']",Positive,Empowering,8,Personal Growth
"The loss of the championship was devastating, but beneath the disappointment, I felt a spark of pride for how far our team had come and a determination to return stronger next season.",Disappointment,"['Pride', 'Determination']","['Reflection on growth through failure', 'Commitment to perseverance']",Mixed,Encouraging,8,Sports
Spent the afternoon helping clean up the beach. Seeing the bags of trash we collected was a stark reminder of how much work still needs to be done. 🌊,Gratitude,"['Determination', 'Empathy']","['Reflection on environmental responsibility', 'Commitment to sustainable living']",Positive,Activating,8,Global Issues
"I’m excited about the potential ahead, but it’s also scary. I don’t know what’s going to happen, and that’s both thrilling and intimidating. 🎢",Excitement,"['Fear', 'Anticipation']","['Reflection on opportunities', 'Commitment to embracing change']",Mixed,Empowering,8,Personal Growth
"The thought of stepping into the unknown excites me, but I’m also scared of failing. It’s a lot to process, but I’m ready for the challenge. ⚡",Fear,"['Excitement', 'Apprehension']","['Reflection on courage', 'Commitment to overcoming fear']",Mixed,Empowering,8,Personal Growth
I can’t help but compare myself to others. Why does their success feel like my failure? 🥀,Insecurity,"['Envy', 'Sadness']","['Reflection on self-worth', 'Commitment to overcoming jealousy']",Negative,Encouraging,8,Social Media
"Standing at the top of the mountain after a grueling hike, I felt a profound pride in my perseverance, balanced by a humbling awareness of the vastness of the world below me.",Pride,"['Gratitude', 'Humility']","['Reflection on human limits', 'Gratitude for natural beauty']",Positive,Empowering,9,Nature
"As I held my newborn child for the first time, an overwhelming surge of love and protectiveness filled my heart, and I realized just how much my life had changed in that single moment.",Love,"['Joy', 'Protectiveness']","['Happiness about new life', 'Commitment to parenthood']",Positive,Supportive,10,Family (Parenthood)
"I’ve been feeling stuck lately, like I’m making the same mistakes over and over again. I don’t know what to do anymore. 😔",Frustration,"['Sadness', 'Self-doubt']","['Reflection on failure', 'Commitment to improvement']",Negative,Supportive,9,Personal Growth
"Watched a documentary about the plastic crisis, and it’s stuck with me all day. Feeling so guilty about my habits and determined to start making changes. 🌍",Guilt,"['Determination', 'Empathy']","['Commitment to environmental activism', 'Reflection on personal responsibility']",Negative,Activating,8,Global Issues
"Tried a new workout routine this morning and couldn’t even finish it. It was so embarrassing, but I’m determined to keep going and get stronger. 💪",Embarrassment,"['Determination', 'Hope']","['Reflection on persistence', 'Commitment to personal growth']",Positive,Encouraging,7,Health
"Had a tough conversation with my best friend today. It was emotional, but I feel like we’re stronger for it now. Real friendships aren’t always easy, but they’re worth it. 💛",Relief,"['Hope', 'Gratitude']","['Reflection on relational growth', 'Commitment to mutual understanding']",Positive,Supportive,7,Friendship
"When my team lost the championship game, I felt a sharp disappointment in the outcome, softened by admiration for the effort we had put into the season and hope for next year.",Disappointment,"['Admiration', 'Hope']","['Reflection on resilience', 'Commitment to perseverance']",Mixed,Encouraging,7,Sports
I don’t feel anything right now. It’s like I’m going through the motions but not really engaged. 😐,Indifference,"['Apathy', 'Boredom']","['Reflection on numbness', 'Commitment to simplicity']",Neutral,Detached,5,Everyday Life
"Watched a stray cat cross the street tonight. I couldn’t do much except leave some food, but I feel sad knowing how many animals out there are struggling. 🐾",Sadness,"['Empathy', 'Relief']","['Reflection on compassion', 'Commitment to small acts of kindness']",Mixed,Supportive,7,Community
"I thought I’d feel relief after finishing the project, but I’m left with a sense of emptiness. It’s strange how achieving something can feel bittersweet. 🥺",Bittersweetness,"['Relief', 'Sadness']","['Reflection on goals', 'Commitment to embracing complexity']",Mixed,Reflective,8,Career
"As I walked into my childhood classroom, now vacant, I felt a serene neutrality, simply observing the echoes of a space that had once been filled with laughter and learning.",Neutrality,"['Reflection', 'Nostalgia']","['Awareness of time’s passage', 'Gratitude for formative moments']",Neutral,Contemplative,5,Education
"I’m excited about the upcoming project, but there’s also a sense of nervousness. What if it doesn’t go as planned? 🤷‍♀️",Excitement,"['Anxiety', 'Apprehension']","['Reflection on uncertainty', 'Commitment to overcoming fear']",Mixed,Conflicted,8,Career
I don’t really know what to think right now. Everything feels up in the air. 🤷‍♂️,Ambivalence,"['Uncertainty', 'Indecision']","['Reflection on confusion', 'Commitment to clarity']",Ambiguous,Conflicted,6,Self-Reflection
